"DOCKET_NUMBER","DOT_NUMBER","OPERATING_AUTHORITY_REGISTRATION_TYPE","SERVE_DATE","REVOCATION_TYPE","EFFECTIVE_DATE"
"MC1065462","03339171","COMMON","07/10/2023","INVOLUNTARY REVOCATION","08/14/2023"
"MC1295256","03701384","COMMON","07/12/2023","INVOLUNTARY REVOCATION","08/14/2023"
"MC1020566","03125507","COMMON","","VOLUNTARY REVOCATION",""
"MC1399981","03826963","COMMON","07/07/2023","INVOLUNTARY REVOCATION","08/09/2023"
"MC1533029","04047570","COMMON","07/07/2023","INVOLUNTARY REVOCATION","08/09/2023"
"MC1501250","03997148","COMMON","07/06/2023","INVOLUNTARY REVOCATION","08/08/2023"
"MC1474515","03956945","COMMON","07/03/2023","INVOLUNTARY REVOCATION","08/07/2023"
"MC679859","01885915","COMMON","06/30/2023","INVOLUNTARY REVOCATION","08/02/2023"
"MC679859","01885915","CONTRACT","06/30/2023","INVOLUNTARY REVOCATION","08/02/2023"
"MC1426910","03725694","COMMON","06/29/2023","INVOLUNTARY REVOCATION","08/01/2023"
"MC1528352","04039695","COMMON","06/29/2023","INVOLUNTARY REVOCATION","08/01/2023"
"MC1150764","03493760","COMMON","06/26/2023","INVOLUNTARY REVOCATION","07/31/2023"
"MC592332","01345755","COMMON","06/27/2023","INVOLUNTARY REVOCATION","07/31/2023"
"MC711805","02024312","CONTRACT","06/26/2023","INVOLUNTARY REVOCATION","07/31/2023"
"MC1353317","03780762","COMMON","06/26/2023","INVOLUNTARY REVOCATION","07/31/2023"
"MC790204","02314655","COMMON","06/28/2023","INVOLUNTARY REVOCATION","07/31/2023"
"MC1395271","03762405","CONTRACT","06/26/2023","INVOLUNTARY REVOCATION","07/31/2023"
"MC013111","02978747","COMMON","06/26/2023","INVOLUNTARY REVOCATION","07/31/2023"
"MC1355802","03289237","CONTRACT","06/23/2023","INVOLUNTARY REVOCATION","07/26/2023"
"MC1357101","03786064","COMMON","06/23/2023","INVOLUNTARY REVOCATION","07/26/2023"
"MC865998","02499047","CONTRACT","07/05/2023","VOLUNTARY REVOCATION",""
"MC1501210","03912639","COMMON","06/23/2023","INVOLUNTARY REVOCATION","07/26/2023"
"MC1410956","03861779","COMMON","","VOLUNTARY REVOCATION",""
"MC779292","02281269","CONTRACT","06/20/2023","INVOLUNTARY REVOCATION","07/24/2023"
"MC1129773","03461109","COMMON","06/21/2023","INVOLUNTARY REVOCATION","07/24/2023"
"MC1356644","03785440","COMMON","06/20/2023","INVOLUNTARY REVOCATION","07/24/2023"
"MC1419044","03873567","COMMON","06/20/2023","INVOLUNTARY REVOCATION","07/24/2023"
"MC1514620","03421607","COMMON","07/17/2023","VOLUNTARY REVOCATION",""
"MC1050706","03308828","COMMON","06/16/2023","INVOLUNTARY REVOCATION","07/19/2023"
"MC1487455","03976367","COMMON","06/16/2023","INVOLUNTARY REVOCATION","07/19/2023"
"MC843461","02443710","COMMON","06/13/2023","INVOLUNTARY REVOCATION","07/17/2023"
"MC1294263","03700053","COMMON","","VOLUNTARY REVOCATION",""
"MC999630","02952201","COMMON","06/07/2023","INVOLUNTARY REVOCATION","07/10/2023"
"MC033404","03019194","COMMON","06/06/2023","INVOLUNTARY REVOCATION","07/10/2023"
"MC055542","03036443","COMMON","06/07/2023","INVOLUNTARY REVOCATION","07/10/2023"
"MC1041900","03290451","COMMON","06/07/2023","INVOLUNTARY REVOCATION","07/10/2023"
"MC1045117","03297148","COMMON","06/05/2023","INVOLUNTARY REVOCATION","07/10/2023"
"MC1216294","03590956","COMMON","06/07/2023","INVOLUNTARY REVOCATION","07/10/2023"
"MC1236067","01432372","COMMON","06/07/2023","INVOLUNTARY REVOCATION","07/10/2023"
"MC1258833","03651545","COMMON","06/02/2023","INVOLUNTARY REVOCATION","07/05/2023"
"MC1422006","03878197","COMMON","06/01/2023","INVOLUNTARY REVOCATION","07/05/2023"
"MC1527780","03404588","COMMON","05/31/2023","INVOLUNTARY REVOCATION","07/03/2023"
"MC723441","02069509","COMMON","05/31/2023","INVOLUNTARY REVOCATION","07/03/2023"
"MC1450073","03920648","COMMON","","VOLUNTARY REVOCATION",""
"MC1265314","03660470","COMMON","06/01/2023","VOLUNTARY REVOCATION",""
"MC034085","03020455","COMMON","05/26/2023","INVOLUNTARY REVOCATION","06/28/2023"
"MC1292191","03697191","COMMON","05/26/2023","INVOLUNTARY REVOCATION","06/28/2023"
"MC1348685","03774323","COMMON","05/26/2023","INVOLUNTARY REVOCATION","06/28/2023"
"MC035938","03024093","COMMON","05/25/2023","INVOLUNTARY REVOCATION","06/27/2023"
"MC1201315","03568666","COMMON","","VOLUNTARY REVOCATION",""
"MC1509824","03130184","COMMON","05/22/2023","INVOLUNTARY REVOCATION","06/26/2023"
"MC116170","03168248","COMMON","05/22/2023","INVOLUNTARY REVOCATION","06/26/2023"
"MC1487528","03135924","COMMON","05/23/2023","INVOLUNTARY REVOCATION","06/26/2023"
"MC1144962","03484845","COMMON","05/22/2023","INVOLUNTARY REVOCATION","06/26/2023"
"MC048871","03049095","COMMON","05/19/2023","INVOLUNTARY REVOCATION","06/21/2023"
"MC1187279","03548143","BROKER","05/19/2023","INVOLUNTARY REVOCATION","06/21/2023"
"MC1539875","04059122","COMMON","05/19/2023","INVOLUNTARY REVOCATION","06/21/2023"
"MC796329","01443057","COMMON","05/12/2023","INVOLUNTARY REVOCATION","06/16/2023"
"MC1510860","04012000","COMMON","05/15/2023","INVOLUNTARY REVOCATION","06/19/2023"
"MC245014","00453736","CONTRACT","05/12/2023","INVOLUNTARY REVOCATION","06/16/2023"
"MC1023396","03251550","COMMON","05/17/2023","INVOLUNTARY REVOCATION","06/19/2023"
"MC1030814","03267126","COMMON","05/16/2023","INVOLUNTARY REVOCATION","06/19/2023"
"MC1071127","03350574","COMMON","05/15/2023","INVOLUNTARY REVOCATION","06/19/2023"
"MC1086775","03384498","COMMON","05/17/2023","INVOLUNTARY REVOCATION","06/19/2023"
"MC1020566","03125507","COMMON","","VOLUNTARY REVOCATION",""
"MC067782","03083001","COMMON","06/09/2023","VOLUNTARY REVOCATION",""
"MC1295676","03701948","COMMON","05/11/2023","INVOLUNTARY REVOCATION","06/13/2023"
"MC481738","01211984","CONTRACT","05/10/2023","INVOLUNTARY REVOCATION","06/12/2023"
"MC1510732","04011824","COMMON","05/10/2023","INVOLUNTARY REVOCATION","06/12/2023"
"MC131386","03185349","COMMON","05/09/2023","INVOLUNTARY REVOCATION","06/12/2023"
"MC1096731","03398699","COMMON","05/09/2023","INVOLUNTARY REVOCATION","06/12/2023"
"MC922509","02723946","COMMON","","VOLUNTARY REVOCATION",""
"MC1192152","03555344","COMMON","05/05/2023","INVOLUNTARY REVOCATION","06/07/2023"
"MC753610","02020461","COMMON","05/04/2023","INVOLUNTARY REVOCATION","06/06/2023"
"MC1293455","03698929","COMMON","05/01/2023","INVOLUNTARY REVOCATION","06/05/2023"
"MC051390","03054000","COMMON","05/02/2023","INVOLUNTARY REVOCATION","06/05/2023"
"MC1048192","03303691","COMMON","05/03/2023","INVOLUNTARY REVOCATION","06/05/2023"
"MC1508371","04008161","COMMON","05/01/2023","INVOLUNTARY REVOCATION","06/05/2023"
"MC1076999","03362485","COMMON","05/30/2023","VOLUNTARY REVOCATION",""
"MC1499843","03995045","COMMON","","VOLUNTARY REVOCATION",""
"MC1252481","03642768","COMMON","04/28/2023","INVOLUNTARY REVOCATION","05/31/2023"
"MC1272555","03670461","COMMON","04/28/2023","INVOLUNTARY REVOCATION","05/31/2023"
"MC1370940","03804960","COMMON","05/25/2023","VOLUNTARY REVOCATION",""
"MC1455529","03920772","CONTRACT","04/27/2023","INVOLUNTARY REVOCATION","05/30/2023"
"MC1501905","03995541","BROKER","04/24/2023","INVOLUNTARY REVOCATION","05/30/2023"
"MC1505056","04003058","COMMON","04/25/2023","INVOLUNTARY REVOCATION","05/30/2023"
"MC1506439","04005206","COMMON","04/24/2023","INVOLUNTARY REVOCATION","05/30/2023"
"MC1074404","03357175","COMMON","04/24/2023","INVOLUNTARY REVOCATION","05/30/2023"
"MC1163008","03512335","COMMON","04/24/2023","INVOLUNTARY REVOCATION","05/30/2023"
"MC1408257","03857744","COMMON","","VOLUNTARY REVOCATION",""
"MC1201543","03569007","COMMON","04/24/2023","INVOLUNTARY REVOCATION","05/30/2023"
"MC1421084","03876858","COMMON","04/20/2023","INVOLUNTARY REVOCATION","05/23/2023"
"MC893470","02560717","COMMON","","VOLUNTARY REVOCATION",""
"MC1020566","03125507","COMMON","","VOLUNTARY REVOCATION",""
"MC1103975","03416011","COMMON","04/17/2023","INVOLUNTARY REVOCATION","05/22/2023"
"MC006160","02963574","COMMON","04/14/2023","INVOLUNTARY REVOCATION","05/17/2023"
"MC1411442","03862527","COMMON","04/14/2023","INVOLUNTARY REVOCATION","05/17/2023"
"MC1458846","03933826","COMMON","","VOLUNTARY REVOCATION",""
"MC568893","01523221","CONTRACT","04/10/2023","INVOLUNTARY REVOCATION","05/15/2023"
"MC1165217","03515762","COMMON","04/10/2023","INVOLUNTARY REVOCATION","05/15/2023"
"MC1021181","03247243","COMMON","04/10/2023","INVOLUNTARY REVOCATION","05/15/2023"
"MC1096261","03378909","COMMON","04/12/2023","INVOLUNTARY REVOCATION","05/15/2023"
"MC1223902","03602086","COMMON","04/10/2023","INVOLUNTARY REVOCATION","05/15/2023"
"MC1417488","03871406","COMMON","04/12/2023","INVOLUNTARY REVOCATION","05/15/2023"
"MC353654","00530803","COMMON","04/12/2023","INVOLUNTARY REVOCATION","05/15/2023"
"MC118219","03170814","COMMON","04/07/2023","INVOLUNTARY REVOCATION","05/10/2023"
"MC1514715","03713093","CONTRACT","04/06/2023","INVOLUNTARY REVOCATION","05/09/2023"
"MC1019384","01076375","COMMON","","VOLUNTARY REVOCATION",""
"MC1355129","03783321","COMMON","04/05/2023","INVOLUNTARY REVOCATION","05/08/2023"
"MC1517075","04021681","COMMON","04/03/2023","INVOLUNTARY REVOCATION","05/08/2023"
"MC1408257","03857744","COMMON","","VOLUNTARY REVOCATION",""
"MC1408257","03857744","COMMON","","VOLUNTARY REVOCATION",""
"MC1486858","03975470","COMMON","03/30/2023","INVOLUNTARY REVOCATION","05/02/2023"
"MC1270704","03667882","COMMON","03/29/2023","INVOLUNTARY REVOCATION","05/01/2023"
"MC1378205","03814890","COMMON","03/27/2023","INVOLUNTARY REVOCATION","05/01/2023"
"MC1303851","03712987","COMMON","","VOLUNTARY REVOCATION",""
"MC1303851","03712987","COMMON","","VOLUNTARY REVOCATION",""
"MC1475347","03742224","COMMON","03/23/2023","INVOLUNTARY REVOCATION","04/25/2023"
"MC438143","01054657","CONTRACT","","VOLUNTARY REVOCATION",""
"MC1406430","03855056","COMMON","","VOLUNTARY REVOCATION",""
"MC1036334","03278812","COMMON","03/21/2023","INVOLUNTARY REVOCATION","04/24/2023"
"MC1408257","03857744","COMMON","","VOLUNTARY REVOCATION",""
"MC1408257","03857744","COMMON","","VOLUNTARY REVOCATION",""
"MC886869","02547231","COMMON","03/13/2023","INVOLUNTARY REVOCATION","04/17/2023"
"MC886869","02547231","CONTRACT","03/13/2023","INVOLUNTARY REVOCATION","04/17/2023"
"MC999707","02952760","COMMON","03/13/2023","INVOLUNTARY REVOCATION","04/17/2023"
"MC1073065","03355446","COMMON","03/14/2023","INVOLUNTARY REVOCATION","04/17/2023"
"MC1155241","03500561","COMMON","03/15/2023","INVOLUNTARY REVOCATION","04/17/2023"
"MC1172597","03526771","COMMON","03/14/2023","INVOLUNTARY REVOCATION","04/17/2023"
"MC1408257","03857744","COMMON","","VOLUNTARY REVOCATION",""
"MC1408257","03857744","COMMON","","VOLUNTARY REVOCATION",""
"MC1408257","03857744","COMMON","","VOLUNTARY REVOCATION",""
"MC1408257","03857744","COMMON","","VOLUNTARY REVOCATION",""
"MC1408257","03857744","COMMON","","VOLUNTARY REVOCATION",""
"MC1408257","03857744","COMMON","","VOLUNTARY REVOCATION",""
"MC1408257","03857744","COMMON","","VOLUNTARY REVOCATION",""
"MC1408257","03857744","COMMON","","VOLUNTARY REVOCATION",""
"MC1408257","03857744","COMMON","03/17/2023","VOLUNTARY REVOCATION",""
"MC1408257","03857744","COMMON","","VOLUNTARY REVOCATION",""
"MC669878","01849751","COMMON","03/10/2023","INVOLUNTARY REVOCATION","04/12/2023"
"MC1470103","03950543","COMMON","03/10/2023","INVOLUNTARY REVOCATION","04/12/2023"
"MC1192152","03555344","COMMON","03/09/2023","INVOLUNTARY REVOCATION","04/11/2023"
"MC1488897","03978568","COMMON","03/09/2023","INVOLUNTARY REVOCATION","04/11/2023"
"MC413201","00994549","COMMON","03/08/2023","INVOLUNTARY REVOCATION","04/10/2023"
"MC445487","01068877","COMMON","03/08/2023","INVOLUNTARY REVOCATION","04/10/2023"
"MC067162","03081998","COMMON","03/07/2023","INVOLUNTARY REVOCATION","04/10/2023"
"MC1216294","03590956","COMMON","03/07/2023","INVOLUNTARY REVOCATION","04/10/2023"
"MC1299913","03707600","COMMON","03/08/2023","INVOLUNTARY REVOCATION","04/10/2023"
"MC1381527","03814454","COMMON","03/07/2023","INVOLUNTARY REVOCATION","04/10/2023"
"MC1388613","03829476","COMMON","03/06/2023","INVOLUNTARY REVOCATION","04/10/2023"
"MC1428976","03888679","COMMON","","VOLUNTARY REVOCATION",""
"MC807058","02971892","COMMON","03/03/2023","INVOLUNTARY REVOCATION","04/05/2023"
"MC1196031","03561181","COMMON","02/27/2023","INVOLUNTARY REVOCATION","04/03/2023"
"MC1451480","03922768","COMMON","02/27/2023","INVOLUNTARY REVOCATION","04/03/2023"
"MC1506729","04005606","COMMON","03/01/2023","INVOLUNTARY REVOCATION","04/03/2023"
"MC875206","03669963","COMMON","02/28/2023","INVOLUNTARY REVOCATION","04/03/2023"
"MC875206","03669963","CONTRACT","02/28/2023","INVOLUNTARY REVOCATION","04/03/2023"
"MC105685","03152398","COMMON","03/01/2023","INVOLUNTARY REVOCATION","04/03/2023"
"MC1360648","03790809","COMMON","","VOLUNTARY REVOCATION",""
"MC1360648","03790809","COMMON","","VOLUNTARY REVOCATION",""
"MC1441003","03906911","COMMON","02/23/2023","INVOLUNTARY REVOCATION","03/28/2023"
"MC592332","01345755","COMMON","02/22/2023","INVOLUNTARY REVOCATION","03/27/2023"
"MC1143216","03481466","COMMON","02/21/2023","INVOLUNTARY REVOCATION","03/27/2023"
"MC1360648","03790809","COMMON","","VOLUNTARY REVOCATION",""
"MC1471057","03951952","COMMON","","VOLUNTARY REVOCATION",""
"MC1313001","03725464","COMMON","02/17/2023","INVOLUNTARY REVOCATION","03/22/2023"
"MC1216941","03539407","COMMON","02/13/2023","INVOLUNTARY REVOCATION","03/20/2023"
"MC1324760","03741679","COMMON","02/14/2023","INVOLUNTARY REVOCATION","03/20/2023"
"MC1429954","03890172","COMMON","02/15/2023","INVOLUNTARY REVOCATION","03/20/2023"
"MC1458846","03933826","COMMON","02/13/2023","INVOLUNTARY REVOCATION","03/20/2023"
"MC1470401","03950945","COMMON","02/15/2023","INVOLUNTARY REVOCATION","03/20/2023"
"MC849593","02395769","COMMON","02/10/2023","INVOLUNTARY REVOCATION","03/15/2023"
"MC079342","03104359","COMMON","02/10/2023","INVOLUNTARY REVOCATION","03/15/2023"
"MC1508785","04008790","COMMON","02/10/2023","INVOLUNTARY REVOCATION","03/15/2023"
"MC1366617","02520011","COMMON","02/09/2023","INVOLUNTARY REVOCATION","03/14/2023"
"MC1432281","03893620","COMMON","02/07/2023","INVOLUNTARY REVOCATION","03/13/2023"
"MC1353391","03780859","BROKER","02/06/2023","INVOLUNTARY REVOCATION","03/13/2023"
"MC1505408","04003570","COMMON","","VOLUNTARY REVOCATION",""
"MC1512219","03734590","COMMON","","VOLUNTARY REVOCATION",""
"MC1223963","03602179","COMMON","02/06/2023","VOLUNTARY REVOCATION",""
"MC1441710","03907973","COMMON","01/31/2023","INVOLUNTARY REVOCATION","03/06/2023"
"MC1486396","03974779","COMMON","01/30/2023","INVOLUNTARY REVOCATION","03/06/2023"
"MC1360648","03790809","COMMON","","VOLUNTARY REVOCATION",""
"MC1360648","03790809","COMMON","","VOLUNTARY REVOCATION",""
"MC1360648","03790809","COMMON","","VOLUNTARY REVOCATION",""
"MC1360648","03790809","COMMON","","VOLUNTARY REVOCATION",""
"MC1360648","03790809","COMMON","","VOLUNTARY REVOCATION",""
"MC1360648","03790809","COMMON","","VOLUNTARY REVOCATION",""
"MC1388559","03829397","COMMON","","VOLUNTARY REVOCATION",""
"MC1360648","03790809","COMMON","","VOLUNTARY REVOCATION",""
"MC1422106","03878349","COMMON","01/26/2023","INVOLUNTARY REVOCATION","02/28/2023"
"MC1360648","03790809","COMMON","","VOLUNTARY REVOCATION",""
"MC1059739","03268978","COMMON","01/26/2023","INVOLUNTARY REVOCATION","02/28/2023"
"MC1119960","03445112","COMMON","01/26/2023","INVOLUNTARY REVOCATION","02/28/2023"
"MC1193056","03556640","COMMON","01/26/2023","INVOLUNTARY REVOCATION","02/28/2023"
"MC1286974","03690043","COMMON","01/26/2023","INVOLUNTARY REVOCATION","02/28/2023"
"MC309316","00657182","COMMON","01/25/2023","INVOLUNTARY REVOCATION","02/27/2023"
"MC1089183","03389640","COMMON","01/25/2023","INVOLUNTARY REVOCATION","02/27/2023"
"MC1095200","03402021","COMMON","01/23/2023","INVOLUNTARY REVOCATION","02/27/2023"
"MC1360648","03790809","COMMON","","VOLUNTARY REVOCATION",""
"MC1045284","03289516","COMMON","01/18/2023","INVOLUNTARY REVOCATION","02/21/2023"
"MC1325498","03736399","COMMON","01/18/2023","INVOLUNTARY REVOCATION","02/21/2023"
"MC094019","03132691","COMMON","01/18/2023","INVOLUNTARY REVOCATION","02/21/2023"
"MC1503990","00000000","COMMON","","VOLUNTARY REVOCATION",""
"MC1270059","03666983","COMMON","","VOLUNTARY REVOCATION",""
"MC1391211","03766470","BROKER","","VOLUNTARY REVOCATION",""
"MC1432272","03893608","COMMON","01/05/2023","INVOLUNTARY REVOCATION","02/07/2023"
"MC645507","01767332","CONTRACT","01/04/2023","INVOLUNTARY REVOCATION","02/06/2023"
"MC085660","03116663","COMMON","01/03/2023","INVOLUNTARY REVOCATION","02/06/2023"
"MC1111848","03431366","COMMON","01/03/2023","INVOLUNTARY REVOCATION","02/06/2023"
"MC1391211","03766470","BROKER","","VOLUNTARY REVOCATION",""
"MC1246917","03635117","COMMON","","VOLUNTARY REVOCATION",""
"MC1284397","03686542","COMMON","","VOLUNTARY REVOCATION",""
"MC1022101","03249072","BROKER","12/29/2022","INVOLUNTARY REVOCATION","01/31/2023"
"MC1141525","03448596","COMMON","12/29/2022","INVOLUNTARY REVOCATION","01/31/2023"
"MC1174053","03527773","COMMON","12/27/2022","INVOLUNTARY REVOCATION","01/30/2023"
"MC1293270","02947184","COMMON","12/28/2022","INVOLUNTARY REVOCATION","01/30/2023"
"MC1305073","03714660","COMMON","12/27/2022","INVOLUNTARY REVOCATION","01/30/2023"
"MC1356336","03785006","COMMON","12/27/2022","INVOLUNTARY REVOCATION","01/30/2023"
"MC1362566","03793468","COMMON","12/27/2022","INVOLUNTARY REVOCATION","01/30/2023"
"MC1432134","03893373","COMMON","12/27/2022","INVOLUNTARY REVOCATION","01/30/2023"
"MC1084137","03378866","COMMON","12/27/2022","INVOLUNTARY REVOCATION","01/30/2023"
"MC1461365","03937635","COMMON","","VOLUNTARY REVOCATION",""
"MC1323055","03605752","COMMON","","VOLUNTARY REVOCATION",""
"MC1074915","02977988","COMMON","12/23/2022","INVOLUNTARY REVOCATION","01/25/2023"
"MC1050558","02822305","COMMON","12/22/2022","INVOLUNTARY REVOCATION","01/24/2023"
"MC1201543","03569007","COMMON","12/22/2022","INVOLUNTARY REVOCATION","01/24/2023"
"MC913441","02608304","BROKER","","VOLUNTARY REVOCATION",""
"MC1176892","03533049","COMMON","12/19/2022","INVOLUNTARY REVOCATION","01/23/2023"
"MC1271687","03669248","COMMON","12/19/2022","INVOLUNTARY REVOCATION","01/23/2023"
"MC040417","03032966","COMMON","12/21/2022","INVOLUNTARY REVOCATION","01/23/2023"
"MC1404221","03851804","COMMON","12/14/2022","INVOLUNTARY REVOCATION","01/17/2023"
"MC051249","01484056","COMMON","12/12/2022","INVOLUNTARY REVOCATION","01/17/2023"
"MC1286698","03689666","COMMON","12/16/2022","INVOLUNTARY REVOCATION","01/18/2023"
"MC1270616","03667766","COMMON","12/13/2022","INVOLUNTARY REVOCATION","01/17/2023"
"MC1277782","03677632","COMMON","12/12/2022","INVOLUNTARY REVOCATION","01/17/2023"
"MC117573","02560280","COMMON","","VOLUNTARY REVOCATION",""
"MC829249","02409799","COMMON","11/21/2022","INVOLUNTARY REVOCATION","01/09/2023"
"MC782580","01469281","COMMON","11/21/2022","INVOLUNTARY REVOCATION","01/10/2023"
"MC919179","02638499","COMMON","11/21/2022","INVOLUNTARY REVOCATION","01/10/2023"
"MC1135707","03470355","COMMON","12/09/2022","INVOLUNTARY REVOCATION","01/11/2023"
"MC1417488","03871406","COMMON","12/08/2022","INVOLUNTARY REVOCATION","01/10/2023"
"MC038358","02631273","COMMON","11/21/2022","INVOLUNTARY REVOCATION","01/10/2023"
"MC038358","02631273","CONTRACT","11/21/2022","INVOLUNTARY REVOCATION","01/10/2023"
"MC1351722","03778480","COMMON","12/05/2022","INVOLUNTARY REVOCATION","01/09/2023"
"MC1477248","03961101","COMMON","12/07/2022","INVOLUNTARY REVOCATION","01/09/2023"
"MC1172597","03526771","COMMON","12/05/2022","INVOLUNTARY REVOCATION","01/09/2023"
"MC944572","02828370","COMMON","12/02/2022","INVOLUNTARY REVOCATION","01/04/2023"
"MC1223796","03601922","COMMON","12/02/2022","INVOLUNTARY REVOCATION","01/04/2023"
"MC1353982","03781692","COMMON","11/28/2022","INVOLUNTARY REVOCATION","01/03/2023"
"MC750001","02157737","COMMON","11/29/2022","INVOLUNTARY REVOCATION","01/03/2023"
"MC941635","02822901","COMMON","11/30/2022","INVOLUNTARY REVOCATION","01/03/2023"
"MC190547","03307983","COMMON","12/01/2022","INVOLUNTARY REVOCATION","01/03/2023"
"MC1272555","03670461","COMMON","11/28/2022","INVOLUNTARY REVOCATION","01/03/2023"
"MC1312201","03724365","COMMON","12/01/2022","INVOLUNTARY REVOCATION","01/03/2023"
"MC944033","02827340","COMMON","11/25/2022","INVOLUNTARY REVOCATION","12/28/2022"
"MC1375983","03811842","COMMON","11/25/2022","INVOLUNTARY REVOCATION","12/28/2022"
"MC074949","03095453","COMMON","11/21/2022","INVOLUNTARY REVOCATION","12/27/2022"
"MC1109418","03336063","CONTRACT","11/21/2022","INVOLUNTARY REVOCATION","12/27/2022"
"MC1122476","03449301","COMMON","11/21/2022","INVOLUNTARY REVOCATION","12/27/2022"
"MC1228105","03608266","CONTRACT","11/22/2022","INVOLUNTARY REVOCATION","12/27/2022"
"MC1315376","03728722","COMMON","11/23/2022","INVOLUNTARY REVOCATION","12/27/2022"
"MC1465420","03943643","COMMON","11/14/2022","INVOLUNTARY REVOCATION","12/19/2022"
"MC1248888","03637823","COMMON","11/14/2022","INVOLUNTARY REVOCATION","12/19/2022"
"MC982684","02916237","COMMON","11/14/2022","INVOLUNTARY REVOCATION","12/19/2022"
"MC986856","02925043","COMMON","11/14/2022","INVOLUNTARY REVOCATION","12/19/2022"
"MC082878","03111365","COMMON","11/14/2022","INVOLUNTARY REVOCATION","12/19/2022"
"MC1060939","03328825","BROKER","11/14/2022","INVOLUNTARY REVOCATION","12/19/2022"
"MC1202417","03570297","COMMON","11/10/2022","INVOLUNTARY REVOCATION","12/13/2022"
"MC1329295","03747929","COMMON","11/07/2022","INVOLUNTARY REVOCATION","12/12/2022"
"MC846841","02448389","COMMON","11/30/2022","VOLUNTARY REVOCATION",""
"MC846841","02448389","CONTRACT","11/30/2022","VOLUNTARY REVOCATION",""
"MC763843","02093111","COMMON","11/03/2022","INVOLUNTARY REVOCATION","12/06/2022"
"MC1429486","03889456","COMMON","11/03/2022","INVOLUNTARY REVOCATION","12/06/2022"
"MC1429486","03889456","CONTRACT","11/03/2022","INVOLUNTARY REVOCATION","12/06/2022"
"MC1286822","03689846","COMMON","10/31/2022","INVOLUNTARY REVOCATION","12/05/2022"
"MC1136372","03471475","COMMON","10/31/2022","INVOLUNTARY REVOCATION","12/05/2022"
"MC1373515","03808517","COMMON","11/01/2022","INVOLUNTARY REVOCATION","12/05/2022"
"MC1269882","03666749","COMMON","10/28/2022","INVOLUNTARY REVOCATION","11/30/2022"
"MC807058","02971892","COMMON","10/27/2022","INVOLUNTARY REVOCATION","11/29/2022"
"MC035095","03022493","COMMON","10/24/2022","INVOLUNTARY REVOCATION","11/28/2022"
"MC1095679","03402958","COMMON","10/24/2022","INVOLUNTARY REVOCATION","11/28/2022"
"MC1183787","03543168","COMMON","10/24/2022","INVOLUNTARY REVOCATION","11/28/2022"
"MC127230","03182104","COMMON","","VOLUNTARY REVOCATION",""
"MC1333039","03753014","COMMON","11/16/2022","VOLUNTARY REVOCATION",""
"MC1278567","03678739","COMMON","10/21/2022","INVOLUNTARY REVOCATION","11/23/2022"
"MC1058104","03323798","COMMON","10/17/2022","INVOLUNTARY REVOCATION","11/21/2022"
"MC1317299","03731366","COMMON","10/18/2022","INVOLUNTARY REVOCATION","11/21/2022"
"MC1184212","03543794","COMMON","10/14/2022","INVOLUNTARY REVOCATION","11/16/2022"
"MC1315418","03728772","COMMON","10/14/2022","INVOLUNTARY REVOCATION","11/16/2022"
"MC1369399","03802787","COMMON","10/11/2022","INVOLUNTARY REVOCATION","11/14/2022"
"MC987038","02925375","COMMON","10/11/2022","INVOLUNTARY REVOCATION","11/14/2022"
"MC1241766","03627878","COMMON","10/11/2022","INVOLUNTARY REVOCATION","11/14/2022"
"MC1442651","03909440","COMMON","10/06/2022","INVOLUNTARY REVOCATION","11/08/2022"
"MC1360988","03791360","COMMON","","VOLUNTARY REVOCATION",""
"MC133540","01317875","COMMON","10/04/2022","INVOLUNTARY REVOCATION","11/07/2022"
"MC1196413","03561657","COMMON","","VOLUNTARY REVOCATION",""
"MC280346","00585121","COMMON","","VOLUNTARY REVOCATION",""
"MC1375366","03810978","COMMON","09/29/2022","INVOLUNTARY REVOCATION","11/01/2022"
"MC244019","00761188","COMMON","09/26/2022","INVOLUNTARY REVOCATION","10/31/2022"
"MC1448129","03917709","COMMON","09/26/2022","INVOLUNTARY REVOCATION","10/31/2022"
"MC1183955","03543438","COMMON","09/22/2022","INVOLUNTARY REVOCATION","10/25/2022"
"MC1461912","03923832","COMMON","09/22/2022","INVOLUNTARY REVOCATION","10/25/2022"
"MC1186765","03547405","COMMON","09/19/2022","INVOLUNTARY REVOCATION","10/24/2022"
"MC1313273","03497776","COMMON","09/21/2022","INVOLUNTARY REVOCATION","10/24/2022"
"MC1146881","03487837","COMMON","09/15/2022","INVOLUNTARY REVOCATION","10/18/2022"
"MC1372385","02429270","COMMON","09/15/2022","INVOLUNTARY REVOCATION","10/18/2022"
"MC972388","02893906","COMMON","09/13/2022","INVOLUNTARY REVOCATION","10/17/2022"
"MC029847","03012459","COMMON","09/12/2022","INVOLUNTARY REVOCATION","10/17/2022"
"MC1262556","03657241","COMMON","09/14/2022","INVOLUNTARY REVOCATION","10/17/2022"
"MC1395271","03762405","CONTRACT","09/12/2022","INVOLUNTARY REVOCATION","10/17/2022"
"MC1277891","03677771","COMMON","09/09/2022","INVOLUNTARY REVOCATION","10/12/2022"
"MC1270704","03667882","COMMON","09/06/2022","INVOLUNTARY REVOCATION","10/11/2022"
"MC1353391","03780859","COMMON","09/06/2022","INVOLUNTARY REVOCATION","10/11/2022"
"MC1387979","03828593","COMMON","09/08/2022","INVOLUNTARY REVOCATION","10/11/2022"
