"DOCKET_NUMBER","DOT_NUMBER","OPERATING_AUTHORITY_REGISTRATION_TYPE","SERVE_DATE","REVOCATION_TYPE","EFFECTIVE_DATE"
"MC368053","00830331","COMMON","06/26/2024","INVOLUNTARY REVOCATION","07/26/2024"
"MC438379","01001665","COMMON","06/26/2024","INVOLUNTARY REVOCATION","07/26/2024"
"MC903930","02581498","COMMON","06/26/2024","INVOLUNTARY REVOCATION","07/26/2024"
"MC903930","02581498","CONTRACT","06/26/2024","INVOLUNTARY REVOCATION","07/26/2024"
"MC011563","02976159","COMMON","06/26/2024","INVOLUNTARY REVOCATION","07/26/2024"
"MC016792","02969972","COMMON","06/26/2024","INVOLUNTARY REVOCATION","07/26/2024"
"MC063224","03074754","COMMON","06/26/2024","INVOLUNTARY REVOCATION","07/26/2024"
"MC1122796","03449847","BROKER","06/26/2024","INVOLUNTARY REVOCATION","07/26/2024"
"FF058485","04016112","CONTRACT","06/26/2024","INVOLUNTARY REVOCATION","07/26/2024"
"MC280346","00585121","COMMON","","VOLUNTARY REVOCATION",""
"FF001724","02973837","CONTRACT","","VOLUNTARY REVOCATION",""
"MC574321","01530366","COMMON","08/02/2024","VOLUNTARY REVOCATION",""
"MC633908","00000000","COMMON","","VOLUNTARY REVOCATION",""
"MC679533","01881757","CONTRACT","","VOLUNTARY REVOCATION",""
"MC714912","02000739","CONTRACT","","VOLUNTARY REVOCATION",""
"MC775338","02270469","COMMON","","VOLUNTARY REVOCATION",""
"MC775338","02270469","COMMON","","VOLUNTARY REVOCATION",""
"MC864347","02495061","CONTRACT","","VOLUNTARY REVOCATION",""
"MC909619","02592705","COMMON","","VOLUNTARY REVOCATION",""
"MC932780","03349259","COMMON","07/05/2024","VOLUNTARY REVOCATION",""
"MC024565","03001975","COMMON","","VOLUNTARY REVOCATION",""
"MC116615","03168839","COMMON","08/05/2024","VOLUNTARY REVOCATION",""
"MC130080","03184582","COMMON","","VOLUNTARY REVOCATION",""
"MC1031349","03009021","COMMON","","VOLUNTARY REVOCATION",""
"MC1056606","03152502","CONTRACT","07/30/2024","VOLUNTARY REVOCATION",""
"MC1095695","03402992","COMMON","07/17/2024","VOLUNTARY REVOCATION",""
"MC1103043","03416337","COMMON","","VOLUNTARY REVOCATION",""
"MC1103043","03416337","COMMON","","VOLUNTARY REVOCATION",""
"MC1108364","03425296","BROKER","07/08/2024","VOLUNTARY REVOCATION",""
"MC1118398","03442452","COMMON","","VOLUNTARY REVOCATION",""
"MC1141058","03478875","COMMON","","VOLUNTARY REVOCATION",""
"MC1176249","03532158","COMMON","07/31/2024","VOLUNTARY REVOCATION",""
"MC1293455","03698929","COMMON","","VOLUNTARY REVOCATION",""
"MC1313879","03327143","COMMON","07/31/2024","VOLUNTARY REVOCATION",""
"MC1317249","03731277","COMMON","","VOLUNTARY REVOCATION",""
"MC1365054","03325168","CONTRACT","07/29/2024","VOLUNTARY REVOCATION",""
"MC1381737","03819695","COMMON","","VOLUNTARY REVOCATION",""
"MC1402758","03849417","COMMON","","VOLUNTARY REVOCATION",""
"MC1402758","03849417","COMMON","","VOLUNTARY REVOCATION",""
"MC1410463","03861037","COMMON","","VOLUNTARY REVOCATION",""
"MC1410855","02989489","COMMON","","VOLUNTARY REVOCATION",""
"MC1420611","03442449","COMMON","","VOLUNTARY REVOCATION",""
"MC1485504","00000000","COMMON","","VOLUNTARY REVOCATION",""
"MC1510344","04010852","COMMON","","VOLUNTARY REVOCATION",""
"MC1557397","04089241","COMMON","","VOLUNTARY REVOCATION",""
"MC1561546","04096119","COMMON","07/23/2024","VOLUNTARY REVOCATION",""
"MC1592853","04098539","COMMON","","VOLUNTARY REVOCATION",""
"MC1592886","00000000","COMMON","","VOLUNTARY REVOCATION",""
"MC1610189","00000000","COMMON","","VOLUNTARY REVOCATION",""
"MC1614032","04188944","COMMON","","VOLUNTARY REVOCATION",""
"MC1630941","04219962","COMMON","07/23/2024","VOLUNTARY REVOCATION",""
"MC1630978","00000000","COMMON","","VOLUNTARY REVOCATION",""
"MC1639090","04235054","COMMON","","VOLUNTARY REVOCATION",""
"MC1643097","03790635","COMMON","","VOLUNTARY REVOCATION",""
"MC1646990","04249507","COMMON","07/30/2024","VOLUNTARY REVOCATION",""
"MC1395335","03838913","COMMON","07/03/2024","INVOLUNTARY REVOCATION","08/05/2024"
"MC1366617","02520011","COMMON","","VOLUNTARY REVOCATION",""
"MC1495057","03987751","BROKER","","VOLUNTARY REVOCATION",""
"MC1630422","04218930","COMMON","","VOLUNTARY REVOCATION",""
"MC1447933","03076130","COMMON","07/01/2024","INVOLUNTARY REVOCATION","08/05/2024"
"MC1447933","03076130","CONTRACT","07/01/2024","INVOLUNTARY REVOCATION","08/05/2024"
"MC1468870","03948758","COMMON","07/01/2024","INVOLUNTARY REVOCATION","08/05/2024"
"MC1530644","04043610","COMMON","07/01/2024","INVOLUNTARY REVOCATION","08/05/2024"
"MC1557770","04089894","COMMON","07/01/2024","INVOLUNTARY REVOCATION","08/05/2024"
"MC1585308","04136958","COMMON","07/01/2024","INVOLUNTARY REVOCATION","08/05/2024"
"MC1592295","04148918","COMMON","07/02/2024","INVOLUNTARY REVOCATION","08/05/2024"
"MC1609256","04180130","COMMON","07/01/2024","INVOLUNTARY REVOCATION","08/05/2024"
"MC1614706","04190135","COMMON","07/01/2024","INVOLUNTARY REVOCATION","08/05/2024"
"MC1625459","04209788","COMMON","07/03/2024","INVOLUNTARY REVOCATION","08/05/2024"
"MC1632055","04222019","COMMON","07/01/2024","INVOLUNTARY REVOCATION","08/05/2024"
"MC657806","02850798","CONTRACT","07/01/2024","INVOLUNTARY REVOCATION","08/05/2024"
"MC705721","01963150","COMMON","07/01/2024","INVOLUNTARY REVOCATION","08/05/2024"
"MC879206","02530210","COMMON","07/01/2024","INVOLUNTARY REVOCATION","08/05/2024"
"MC941188","02822043","COMMON","07/02/2024","INVOLUNTARY REVOCATION","08/05/2024"
"MC987038","02925375","COMMON","07/01/2024","INVOLUNTARY REVOCATION","08/05/2024"
"MC023065","02998998","COMMON","07/03/2024","INVOLUNTARY REVOCATION","08/05/2024"
"MC031795","03016150","COMMON","07/01/2024","INVOLUNTARY REVOCATION","08/05/2024"
"MC103976","00966216","COMMON","07/01/2024","INVOLUNTARY REVOCATION","08/05/2024"
"MC103976","00966216","CONTRACT","07/01/2024","INVOLUNTARY REVOCATION","08/05/2024"
"MC1003375","03004593","COMMON","07/01/2024","INVOLUNTARY REVOCATION","08/05/2024"
"MC1003375","03004593","CONTRACT","07/01/2024","INVOLUNTARY REVOCATION","08/05/2024"
"MC1095679","03402958","COMMON","07/01/2024","INVOLUNTARY REVOCATION","08/05/2024"
"MC1164857","03515184","COMMON","07/03/2024","INVOLUNTARY REVOCATION","08/05/2024"
"MC1223336","03601264","COMMON","07/03/2024","INVOLUNTARY REVOCATION","08/05/2024"
"MC1260932","03654453","COMMON","07/01/2024","INVOLUNTARY REVOCATION","08/05/2024"
"MC1267213","03663042","COMMON","07/02/2024","INVOLUNTARY REVOCATION","08/05/2024"
"MC1290912","03695502","COMMON","07/01/2024","INVOLUNTARY REVOCATION","08/05/2024"
"MC1325144","03701537","COMMON","07/02/2024","INVOLUNTARY REVOCATION","08/05/2024"
"MC1330372","03749358","COMMON","07/02/2024","INVOLUNTARY REVOCATION","08/05/2024"
"MC1353318","03780764","COMMON","07/01/2024","INVOLUNTARY REVOCATION","08/05/2024"
"MC1418772","03873294","COMMON","07/10/2024","VOLUNTARY REVOCATION",""
"MC1512374","04014347","COMMON","","VOLUNTARY REVOCATION",""
"MC1590257","04145380","COMMON","","VOLUNTARY REVOCATION",""
"MC1628245","04215031","COMMON","","VOLUNTARY REVOCATION",""
"MC1019191","03243476","COMMON","","VOLUNTARY REVOCATION",""
"MC1456852","03930848","COMMON","","VOLUNTARY REVOCATION",""
"MC918617","02637301","COMMON","06/28/2024","INVOLUNTARY REVOCATION","07/31/2024"
"MC918617","02637301","CONTRACT","06/28/2024","INVOLUNTARY REVOCATION","07/31/2024"
"MC1138753","03475233","COMMON","06/28/2024","INVOLUNTARY REVOCATION","07/31/2024"
"MC1183069","03542137","COMMON","06/28/2024","INVOLUNTARY REVOCATION","07/31/2024"
"MC1303223","03712131","COMMON","06/28/2024","INVOLUNTARY REVOCATION","07/31/2024"
"MC1377007","03798973","COMMON","06/28/2024","INVOLUNTARY REVOCATION","07/31/2024"
"MC1382509","03820768","COMMON","06/28/2024","INVOLUNTARY REVOCATION","07/31/2024"
"MC1494426","03986776","COMMON","06/28/2024","INVOLUNTARY REVOCATION","07/31/2024"
"MC1534284","04049741","COMMON","06/28/2024","INVOLUNTARY REVOCATION","07/31/2024"
"MC1560688","04094730","COMMON","06/28/2024","INVOLUNTARY REVOCATION","07/31/2024"
"MC749269","02155116","COMMON","","VOLUNTARY REVOCATION",""
"MC1180959","03539109","COMMON","","VOLUNTARY REVOCATION",""
"MC1188016","01899486","COMMON","07/10/2024","VOLUNTARY REVOCATION",""
"MC1191099","03553780","COMMON","","VOLUNTARY REVOCATION",""
"MC1238889","03623900","COMMON","","VOLUNTARY REVOCATION",""
"MC1582541","04132144","COMMON","","VOLUNTARY REVOCATION",""
"MC828004","02406606","BROKER","06/27/2024","INVOLUNTARY REVOCATION","07/30/2024"
"MC928646","02786366","COMMON","06/27/2024","INVOLUNTARY REVOCATION","07/30/2024"
"MC955556","02850418","COMMON","06/27/2024","INVOLUNTARY REVOCATION","07/30/2024"
"MC964324","02502330","COMMON","06/27/2024","INVOLUNTARY REVOCATION","07/30/2024"
"MC964324","02502330","CONTRACT","06/27/2024","INVOLUNTARY REVOCATION","07/30/2024"
"MC1111609","03430964","COMMON","06/27/2024","INVOLUNTARY REVOCATION","07/30/2024"
"MC1464898","03942874","COMMON","06/27/2024","INVOLUNTARY REVOCATION","07/30/2024"
"MC1474351","03956713","COMMON","06/27/2024","INVOLUNTARY REVOCATION","07/30/2024"
"MC1575207","04229007","COMMON","06/27/2024","INVOLUNTARY REVOCATION","07/30/2024"
"MC1598409","00660313","COMMON","06/27/2024","INVOLUNTARY REVOCATION","07/30/2024"
"MC435434","01040286","CONTRACT","07/10/2024","VOLUNTARY REVOCATION",""
"MC1529710","04041970","COMMON","","VOLUNTARY REVOCATION",""
"MC302539","00607426","COMMON","07/10/2024","VOLUNTARY REVOCATION",""
"MC1634330","04226252","COMMON","06/25/2024","INVOLUNTARY REVOCATION","07/29/2024"
"MC1454383","03927101","COMMON","07/10/2024","VOLUNTARY REVOCATION",""
"MC077944","03102202","COMMON","06/24/2024","INVOLUNTARY REVOCATION","07/29/2024"
"MC117612","03162376","COMMON","06/24/2024","INVOLUNTARY REVOCATION","07/29/2024"
"MC1030814","03267126","COMMON","06/24/2024","INVOLUNTARY REVOCATION","07/29/2024"
"MC1068717","03345723","COMMON","06/25/2024","INVOLUNTARY REVOCATION","07/29/2024"
"MC1084137","03378866","COMMON","06/24/2024","INVOLUNTARY REVOCATION","07/29/2024"
"MC1119960","03445112","COMMON","06/26/2024","INVOLUNTARY REVOCATION","07/26/2024"
"MC1168766","03282212","COMMON","06/25/2024","INVOLUNTARY REVOCATION","07/29/2024"
"MC1313001","03725464","COMMON","06/24/2024","INVOLUNTARY REVOCATION","07/29/2024"
"MC993987","02939840","BROKER","","VOLUNTARY REVOCATION",""
"MC1248888","03637823","COMMON","","VOLUNTARY REVOCATION",""
"MC1601127","04165044","COMMON","07/10/2024","VOLUNTARY REVOCATION",""
"MC1621171","04201861","COMMON","06/21/2024","INVOLUNTARY REVOCATION","07/24/2024"
"MC033404","03019194","COMMON","06/21/2024","INVOLUNTARY REVOCATION","07/24/2024"
"MC1194848","03559273","COMMON","06/21/2024","INVOLUNTARY REVOCATION","07/24/2024"
"MC568893","01523221","CONTRACT","06/20/2024","INVOLUNTARY REVOCATION","07/23/2024"
"MC1193056","03556640","COMMON","06/20/2024","INVOLUNTARY REVOCATION","07/23/2024"
"MC1364848","03796596","COMMON","06/20/2024","INVOLUNTARY REVOCATION","07/23/2024"
"MC1595670","04154825","COMMON","06/20/2024","INVOLUNTARY REVOCATION","07/23/2024"
"MC1599779","04162512","COMMON","06/20/2024","INVOLUNTARY REVOCATION","07/23/2024"
"MC1617763","00601998","COMMON","06/20/2024","INVOLUNTARY REVOCATION","07/23/2024"
"MC1315037","03728269","COMMON","","VOLUNTARY REVOCATION",""
"MC1574403","04118068","COMMON","06/17/2024","INVOLUNTARY REVOCATION","07/22/2024"
"MC035798","03023849","COMMON","06/18/2024","INVOLUNTARY REVOCATION","07/22/2024"
"MC1081878","03373505","COMMON","06/18/2024","INVOLUNTARY REVOCATION","07/22/2024"
"MC1100306","03411840","COMMON","06/17/2024","INVOLUNTARY REVOCATION","07/22/2024"
"MC1229199","03609883","COMMON","06/18/2024","INVOLUNTARY REVOCATION","07/22/2024"
"MC1252481","03642768","COMMON","06/17/2024","INVOLUNTARY REVOCATION","07/22/2024"
"MC1376360","03674307","COMMON","06/18/2024","INVOLUNTARY REVOCATION","07/22/2024"
"MC1514362","04017392","COMMON","06/17/2024","INVOLUNTARY REVOCATION","07/22/2024"
"MC1178601","03324653","COMMON","07/10/2024","VOLUNTARY REVOCATION",""
"MC1262746","03657033","COMMON","","VOLUNTARY REVOCATION",""
"MC1438264","03902740","COMMON","07/10/2024","VOLUNTARY REVOCATION",""
"MC1497944","03928527","COMMON","","VOLUNTARY REVOCATION",""
"MC767323","02211252","COMMON","07/10/2024","VOLUNTARY REVOCATION",""
"MC823169","02391340","COMMON","07/10/2024","VOLUNTARY REVOCATION",""
"MC1282561","03684012","COMMON","06/14/2024","INVOLUNTARY REVOCATION","07/17/2024"
"MC1614152","04189125","COMMON","06/14/2024","INVOLUNTARY REVOCATION","07/17/2024"
"MC1109546","03427388","COMMON","06/13/2024","INVOLUNTARY REVOCATION","07/16/2024"
"MC1118242","03190591","COMMON","06/13/2024","INVOLUNTARY REVOCATION","07/16/2024"
"MC1636347","03941009","COMMON","07/11/2024","VOLUNTARY REVOCATION",""
"MC1033713","03273279","COMMON","06/11/2024","INVOLUNTARY REVOCATION","07/15/2024"
"MC1213828","03587330","COMMON","06/12/2024","INVOLUNTARY REVOCATION","07/15/2024"
"MC1256433","03648163","COMMON","06/12/2024","INVOLUNTARY REVOCATION","07/15/2024"
"MC1105802","03108193","COMMON","07/10/2024","VOLUNTARY REVOCATION",""
"MC1389238","03830336","COMMON","07/10/2024","VOLUNTARY REVOCATION",""
"MC1610671","04182698","COMMON","07/10/2024","VOLUNTARY REVOCATION",""
"MC1518189","04019011","COMMON","06/11/2024","INVOLUNTARY REVOCATION","07/15/2024"
"MC1522274","04029962","COMMON","06/11/2024","INVOLUNTARY REVOCATION","07/15/2024"
"MC1570495","04111471","COMMON","06/10/2024","INVOLUNTARY REVOCATION","07/15/2024"
"MC768948","02253797","CONTRACT","06/10/2024","INVOLUNTARY REVOCATION","07/15/2024"
"MC1622451","04204199","COMMON","07/10/2024","VOLUNTARY REVOCATION",""
"MC1451824","03923255","BROKER","06/07/2024","INVOLUNTARY REVOCATION","07/10/2024"
"MC533316","01406375","COMMON","06/07/2024","INVOLUNTARY REVOCATION","07/10/2024"
"MC562771","01497397","COMMON","06/07/2024","INVOLUNTARY REVOCATION","07/10/2024"
"MC790451","02315434","COMMON","06/07/2024","INVOLUNTARY REVOCATION","07/10/2024"
"MC843574","02444689","COMMON","","VOLUNTARY REVOCATION",""
"MC1614654","04190055","COMMON","","VOLUNTARY REVOCATION",""
"MC1196031","03561181","COMMON","06/06/2024","INVOLUNTARY REVOCATION","07/09/2024"
"MC1503167","04000165","COMMON","","VOLUNTARY REVOCATION",""
"MC056228","03062749","COMMON","06/04/2024","INVOLUNTARY REVOCATION","07/08/2024"
"MC1134628","03369633","COMMON","06/03/2024","INVOLUNTARY REVOCATION","07/08/2024"
"MC1416651","03870177","BROKER","06/03/2024","INVOLUNTARY REVOCATION","07/08/2024"
"MC1471157","03952076","COMMON","06/05/2024","INVOLUNTARY REVOCATION","07/08/2024"
"MC1487455","03976367","COMMON","06/03/2024","INVOLUNTARY REVOCATION","07/08/2024"
"MC1517370","04022169","COMMON","06/05/2024","INVOLUNTARY REVOCATION","07/08/2024"
"MC1554255","04083843","COMMON","06/03/2024","INVOLUNTARY REVOCATION","07/08/2024"
"MC1317750","03731991","COMMON","","VOLUNTARY REVOCATION",""
"MC1439205","03904174","COMMON","","VOLUNTARY REVOCATION",""
"MC479672","01204379","COMMON","","VOLUNTARY REVOCATION",""
"MC1003074","03207007","COMMON","","VOLUNTARY REVOCATION",""
"MC1636737","04230666","CONTRACT","","VOLUNTARY REVOCATION",""
"MC1155029","03500219","COMMON","05/31/2024","INVOLUNTARY REVOCATION","07/03/2024"
"MC076323","03061277","COMMON","","VOLUNTARY REVOCATION",""
"MC1458846","03933826","COMMON","","VOLUNTARY REVOCATION",""
"MC082776","03111168","COMMON","","VOLUNTARY REVOCATION",""
"MC1034249","02608066","COMMON","06/24/2024","VOLUNTARY REVOCATION",""
"MC1095150","03401907","COMMON","","VOLUNTARY REVOCATION",""
"MC1163564","03513143","COMMON","","VOLUNTARY REVOCATION",""
"MC1248768","03637648","COMMON","","VOLUNTARY REVOCATION",""
"MC1248768","03637648","COMMON","","VOLUNTARY REVOCATION",""
"MC1326495","03744078","COMMON","","VOLUNTARY REVOCATION",""
"MC1430489","03890996","COMMON","","VOLUNTARY REVOCATION",""
"MC1594791","04153305","COMMON","","VOLUNTARY REVOCATION",""
"MC1598287","04086894","COMMON","06/28/2024","VOLUNTARY REVOCATION",""
"MC433561","01022464","COMMON","05/30/2024","INVOLUNTARY REVOCATION","07/02/2024"
"MC1288436","03692037","COMMON","05/30/2024","INVOLUNTARY REVOCATION","07/02/2024"
"MC1623383","04197087","COMMON","05/30/2024","INVOLUNTARY REVOCATION","07/02/2024"
"MC1616198","04192902","COMMON","05/29/2024","INVOLUNTARY REVOCATION","07/01/2024"
"MC933564","02796510","COMMON","05/28/2024","INVOLUNTARY REVOCATION","07/01/2024"
"MC1172597","03526771","COMMON","05/29/2024","INVOLUNTARY REVOCATION","07/01/2024"
"MC1179001","03536175","COMMON","","VOLUNTARY REVOCATION",""
"MC1597331","04157820","COMMON","","VOLUNTARY REVOCATION",""
"MC1616241","04193005","COMMON","","VOLUNTARY REVOCATION",""
"MC1511776","04013422","COMMON","05/28/2024","INVOLUNTARY REVOCATION","07/01/2024"
"MC1152671","03496714","COMMON","","VOLUNTARY REVOCATION",""
"MC1489499","03979463","COMMON","","VOLUNTARY REVOCATION",""
"MC1523086","04031236","COMMON","","VOLUNTARY REVOCATION",""
"MC1181987","03540575","COMMON","","VOLUNTARY REVOCATION",""
"MC1593620","04151189","COMMON","05/24/2024","INVOLUNTARY REVOCATION","06/26/2024"
"MC1614092","04189040","COMMON","05/24/2024","INVOLUNTARY REVOCATION","06/26/2024"
"MC1529555","04041677","COMMON","","VOLUNTARY REVOCATION",""
"MC1558107","04090427","COMMON","","VOLUNTARY REVOCATION",""
"MC1414176","03866454","COMMON","05/23/2024","INVOLUNTARY REVOCATION","06/25/2024"
"MC1607696","04168644","COMMON","05/23/2024","INVOLUNTARY REVOCATION","06/25/2024"
"MC1078603","03365939","COMMON","05/21/2024","INVOLUNTARY REVOCATION","06/24/2024"
"MC1237397","03259350","COMMON","05/20/2024","INVOLUNTARY REVOCATION","06/24/2024"
"MC1295676","03701948","COMMON","05/20/2024","INVOLUNTARY REVOCATION","06/24/2024"
"MC1504707","04002502","COMMON","05/20/2024","INVOLUNTARY REVOCATION","06/24/2024"
"MC1588519","04142374","COMMON","05/20/2024","INVOLUNTARY REVOCATION","06/24/2024"
"MC1005115","03215395","COMMON","","VOLUNTARY REVOCATION",""
"MC1605955","04152622","COMMON","","VOLUNTARY REVOCATION",""
"MC1605955","04152622","CONTRACT","","VOLUNTARY REVOCATION",""
"MC259853","00509215","CONTRACT","05/21/2024","INVOLUNTARY REVOCATION","06/24/2024"
"MC1625519","04209901","COMMON","05/21/2024","INVOLUNTARY REVOCATION","06/24/2024"
"MC1627781","04214137","COMMON","05/21/2024","INVOLUNTARY REVOCATION","06/24/2024"
"MC745005","02140717","COMMON","05/22/2024","INVOLUNTARY REVOCATION","06/24/2024"
"MC843461","02443710","COMMON","05/22/2024","INVOLUNTARY REVOCATION","06/24/2024"
"MC1461365","03937635","COMMON","05/17/2024","INVOLUNTARY REVOCATION","06/20/2024"
"MC999630","02952201","COMMON","05/16/2024","INVOLUNTARY REVOCATION","06/18/2024"
"MC1265314","03660470","COMMON","05/16/2024","INVOLUNTARY REVOCATION","06/18/2024"
"MC1317701","03731930","COMMON","05/16/2024","INVOLUNTARY REVOCATION","06/18/2024"
"MC1429954","03890172","COMMON","05/16/2024","INVOLUNTARY REVOCATION","06/18/2024"
"MC1531349","04044720","COMMON","","VOLUNTARY REVOCATION",""
"MC1532357","04046408","COMMON","05/13/2024","INVOLUNTARY REVOCATION","06/17/2024"
"MC1576967","04122476","COMMON","05/15/2024","INVOLUNTARY REVOCATION","06/17/2024"
"MC467055","01269487","COMMON","05/13/2024","INVOLUNTARY REVOCATION","06/17/2024"
"MC798829","02339512","COMMON","05/13/2024","INVOLUNTARY REVOCATION","06/17/2024"
"MC013111","02978747","COMMON","05/13/2024","INVOLUNTARY REVOCATION","06/17/2024"
"MC1161366","03509818","COMMON","05/14/2024","INVOLUNTARY REVOCATION","06/17/2024"
"MC1165511","03516221","COMMON","05/14/2024","INVOLUNTARY REVOCATION","06/17/2024"
"MC1179141","03536397","COMMON","05/13/2024","INVOLUNTARY REVOCATION","06/17/2024"
"MC1568036","04107217","BROKER","","VOLUNTARY REVOCATION",""
"MC1347640","03772965","COMMON","","VOLUNTARY REVOCATION",""
"MC1402864","03849784","COMMON","","VOLUNTARY REVOCATION",""
"MC1615925","04192368","COMMON","05/10/2024","INVOLUNTARY REVOCATION","06/12/2024"
"MC1530758","04043778","COMMON","05/09/2024","INVOLUNTARY REVOCATION","06/11/2024"
"MC1557619","03292996","COMMON","05/09/2024","INVOLUNTARY REVOCATION","06/11/2024"
"MC1019827","03244692","COMMON","05/06/2024","INVOLUNTARY REVOCATION","06/10/2024"
"MC1041900","03290451","COMMON","05/06/2024","INVOLUNTARY REVOCATION","06/10/2024"
"MC1047972","03303236","COMMON","05/08/2024","INVOLUNTARY REVOCATION","06/10/2024"
"MC1221367","03444906","COMMON","05/06/2024","INVOLUNTARY REVOCATION","06/10/2024"
"MC1238554","03623391","BROKER","05/06/2024","INVOLUNTARY REVOCATION","06/10/2024"
"MC1265205","03660317","COMMON","05/08/2024","INVOLUNTARY REVOCATION","06/10/2024"
"MC1579857","04127521","COMMON","05/06/2024","INVOLUNTARY REVOCATION","06/10/2024"
"MC1623806","03920569","COMMON","05/06/2024","INVOLUNTARY REVOCATION","06/10/2024"
"MC749269","02155116","COMMON","05/06/2024","INVOLUNTARY REVOCATION","06/10/2024"
"MC860447","01024429","COMMON","05/08/2024","INVOLUNTARY REVOCATION","06/10/2024"
"MC919709","02639330","CONTRACT","05/03/2024","INVOLUNTARY REVOCATION","06/05/2024"
"MC1003375","03004593","COMMON","05/03/2024","INVOLUNTARY REVOCATION","06/05/2024"
"MC1003375","03004593","CONTRACT","05/03/2024","INVOLUNTARY REVOCATION","06/05/2024"
"MC999707","02952760","COMMON","05/02/2024","INVOLUNTARY REVOCATION","06/04/2024"
"MC1562975","04123333","COMMON","05/02/2024","INVOLUNTARY REVOCATION","06/04/2024"
"MC1455745","03929191","COMMON","05/01/2024","INVOLUNTARY REVOCATION","06/03/2024"
"MC1465469","03943720","COMMON","04/29/2024","INVOLUNTARY REVOCATION","06/03/2024"
"MC1482520","03968939","COMMON","04/29/2024","INVOLUNTARY REVOCATION","06/03/2024"
"MC831431","02415168","COMMON","04/29/2024","INVOLUNTARY REVOCATION","06/03/2024"
"MC066543","03080710","COMMON","05/01/2024","INVOLUNTARY REVOCATION","06/03/2024"
"MC751097","02161286","COMMON","04/23/2024","INVOLUNTARY REVOCATION","05/23/2024"
"MC893015","02394489","COMMON","04/23/2024","INVOLUNTARY REVOCATION","05/23/2024"
"MC1045284","03289516","COMMON","04/26/2024","INVOLUNTARY REVOCATION","05/29/2024"
"MC1153133","03497396","COMMON","04/26/2024","INVOLUNTARY REVOCATION","05/29/2024"
"MC936005","02801774","CONTRACT","04/22/2024","INVOLUNTARY REVOCATION","05/28/2024"
"MC012270","02390415","COMMON","04/24/2024","INVOLUNTARY REVOCATION","05/28/2024"
"MC1023396","03251550","COMMON","04/23/2024","INVOLUNTARY REVOCATION","05/28/2024"
"MC1116074","03438463","COMMON","04/25/2024","INVOLUNTARY REVOCATION","05/28/2024"
"MC1184595","03544345","COMMON","04/25/2024","INVOLUNTARY REVOCATION","05/28/2024"
"MC1244071","03631180","COMMON","04/24/2024","INVOLUNTARY REVOCATION","05/28/2024"
"MC1369911","03803524","COMMON","04/25/2024","INVOLUNTARY REVOCATION","05/28/2024"
"MC1470421","03950983","COMMON","04/24/2024","INVOLUNTARY REVOCATION","05/28/2024"
"MC1585269","04060867","COMMON","04/23/2024","INVOLUNTARY REVOCATION","05/28/2024"
"MC1425167","03882923","COMMON","04/19/2024","INVOLUNTARY REVOCATION","05/22/2024"
"MC889147","02551863","COMMON","04/19/2024","INVOLUNTARY REVOCATION","05/22/2024"
"MC1194848","03559273","COMMON","04/19/2024","INVOLUNTARY REVOCATION","05/22/2024"
"MC1123083","03450318","BROKER","04/15/2024","INVOLUNTARY REVOCATION","05/20/2024"
"MC1621171","04201861","COMMON","04/15/2024","INVOLUNTARY REVOCATION","05/20/2024"
"MC1568588","04108231","BROKER","","VOLUNTARY REVOCATION",""
"MC1508785","04008790","COMMON","04/12/2024","INVOLUNTARY REVOCATION","05/15/2024"
"MC1586841","00000000","COMMON","","VOLUNTARY REVOCATION",""
"MC137360","03191945","COMMON","04/11/2024","INVOLUNTARY REVOCATION","05/14/2024"
"MC1316450","03709286","CONTRACT","04/11/2024","INVOLUNTARY REVOCATION","05/14/2024"
"MC1460242","03189542","BROKER","","VOLUNTARY REVOCATION",""
"MC745005","02140717","COMMON","04/11/2024","INVOLUNTARY REVOCATION","05/14/2024"
"MC886869","02547231","COMMON","04/11/2024","INVOLUNTARY REVOCATION","05/14/2024"
"MC886869","02547231","CONTRACT","04/11/2024","INVOLUNTARY REVOCATION","05/14/2024"
"MC1575658","04120187","COMMON","04/09/2024","INVOLUNTARY REVOCATION","05/13/2024"
"MC182285","02015615","BROKER","04/08/2024","INVOLUNTARY REVOCATION","05/13/2024"
"MC925480","02779878","COMMON","04/10/2024","INVOLUNTARY REVOCATION","05/13/2024"
"MC925480","02779878","CONTRACT","04/10/2024","INVOLUNTARY REVOCATION","05/13/2024"
"MC1029968","03265269","COMMON","04/08/2024","INVOLUNTARY REVOCATION","05/13/2024"
"MC1085299","03381285","COMMON","04/10/2024","INVOLUNTARY REVOCATION","05/13/2024"
"MC1162768","03511980","COMMON","04/10/2024","INVOLUNTARY REVOCATION","05/13/2024"
"MC1541436","04061922","COMMON","04/08/2024","INVOLUNTARY REVOCATION","05/13/2024"
"MC1138887","03475441","COMMON","","VOLUNTARY REVOCATION",""
"MC076627","03099437","COMMON","04/05/2024","INVOLUNTARY REVOCATION","05/08/2024"
"MC1308226","03718916","COMMON","04/05/2024","INVOLUNTARY REVOCATION","05/08/2024"
"MC1526630","04036894","COMMON","04/05/2024","INVOLUNTARY REVOCATION","05/08/2024"
"MC924743","02725957","COMMON","04/04/2024","INVOLUNTARY REVOCATION","05/07/2024"
"MC067782","03083001","COMMON","04/04/2024","INVOLUNTARY REVOCATION","05/07/2024"
"MC1600132","04163182","COMMON","04/04/2024","INVOLUNTARY REVOCATION","05/07/2024"
